model,n,mae,mse,rmse,r2,bias,split,horizon
dmdc,364,32.51924165850777,1961.035192907801,44.28357701121039,-0.1858654316800239,-30.785501341908247,cv_2022,11
dmdc,364,36.36015744393396,2648.2573230467956,51.46122154639156,-0.2687393709115071,-33.618577230089095,cv_2022,12
dmdc,364,42.212140595560925,3915.728679145342,62.57578348806623,-0.32360493035402094,-38.56025045368397,cv_2022,13
dmdc,364,46.78163420370038,5101.5723876806815,71.42529235278411,-0.3469294210098435,-42.698307347100695,cv_2022,14
dmdc,364,52.92407185440333,6647.471817871173,81.53202939870424,-0.401144705512267,-48.67980236277032,cv_2022,15
dmdc,364,61.75416786707597,8935.722485096463,94.5289505130384,-0.49813943264519267,-58.39102803647539,cv_2022,16
dmdc,364,68.00201622531311,9913.314126140638,99.56562723219615,-0.6666604606397126,-66.24040051681638,cv_2022,17
dmdc,364,68.73687024069007,8487.579030917586,92.12805778327028,-0.9506066962418651,-68.5180240011806,cv_2022,18
dmdc,364,64.70165613940456,6570.468673371748,81.05842752836837,-1.2867372403927977,-64.60123995115927,cv_2022,19
dmdc,364,58.30627424022719,5109.323260454198,71.47953035977642,-1.3265179518184156,-58.21483089557709,cv_2022,20
dmdc,364,49.2803095856188,3693.9798824830727,60.77812009665216,-1.1691664084482927,-49.20561490773776,cv_2022,21
dmdc,364,40.082565523650814,2712.678419788582,52.083379496616594,-0.7765942021105601,-40.03259406307522,cv_2022,22
dmdc,364,32.739908396058624,1837.914207081077,42.87090163597072,-0.639538380636405,-32.627069378859424,cv_2022,23
dmdc,364,28.52981793614407,1444.9893123609222,38.01301503907474,-0.5533090519599804,-28.342916834833,cv_2022,24
dmdc_residual_24h,365,0.9231814260873729,2.5924266839051606,1.6101014514325365,0.827576201960503,-0.009395994243251195,cv_2020,1
dmdc_residual_24h,365,1.08142453222735,3.2800133991303553,1.8110807268397384,0.79698313841906,-0.013675611144629852,cv_2020,2
dmdc_residual_24h,365,1.1246908069958799,2.7058300847973555,1.6449407541906655,0.8269587915619802,-0.019201449883012634,cv_2020,3
dmdc_residual_24h,365,1.251442273401789,3.2075614227116764,1.7909666168613183,0.8009245256474847,-0.024412928895678195,cv_2020,4
dmdc_residual_24h,365,1.4826182120752387,4.5976036854063524,2.144202342458928,0.7556887024415873,-0.029014151419249092,cv_2020,5
